name,color,status,resolution,screentech,screensize,rear_cam,front_cam,pin,sim,cpu,ram,rom,os,gpu,size,weight,tech,wifi,bluetoorh,port,price,link
MacBook Pro 2020 13 inch – MYD82 – Grey – Apple M1 8GB RAM 256GB SSD,gray,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,Pin liền,No,Undefinded,Undefinded,256gb,MacOS,card onboard,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,29.890.000,https://www.techone.vn/macbook-pro-2020-13-inch-apple-m1-8gb-ram-256gb-ssd-myd82-grey.html
MacBook Pro 2020 13 inch – MYDC2 – Silver – Apple M1 8GB RAM 512GB SSD,silver,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,Pin liền,No,Undefinded,Undefinded,512gb,MacOS,card onboard,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,34.090.000,https://www.techone.vn/macbook-pro-2020-13-inch-apple-m1-8gb-ram-512gb-ssd-mydc2-silver.html
MacBook Pro 2020 13 inch – MYD92 – Grey – Apple M1 8GB RAM 512GB SSD,gray,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,Pin liền,No,Undefinded,Undefinded,512gb,MacOS,card onboard,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,34.090.000,https://www.techone.vn/macbook-pro-2020-13-inch-apple-m1-8gb-ram-512gb-ssd-myd92-grey.html
Macbook new 256Gb (2018) (Gold)- MRQN2,gold,new,"2304-by-1440 resolution at 226 pixels per inch with support for millions of colors; 16:10 aspect ratio; Supported scaled resolutions: (1440 by 900, 1280 by 800, 1024 by 640)",retina,12-inch (diagonal),720p FaceTime HD camera,No,29W USB-C Power Adapter,No,Intel 1.3GHZ Core i5 (1.2GHz) Intel UHD Graphics 630,8GB LPDDR3 1866MHz,256Gb SSD,MacOS,Intel UHD Graphics 630,19.65 x 28.05 x 1.31 cm x 19.65 x 28.05 x 1.31 cm x 19.65 x 28.05 x 1.31 cm,920g,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,USB-C port with support for: Charging; USB 3.1 Gen 1 (up to 5 Gbps),19.490.000,https://www.techone.vn/macbook-new-256gb-2018-gold-mrqn2.html
The New macbook (2017) 12″ – MNYN2 – Rose Gold – 2017,rose gold,new,"2304-by-1440 resolution at 226 pixels per inch with support for millions of colors; 16:10 aspect ratio; Supported scaled resolutions: (1440 by 900, 1280 by 800, 1024 by 640)",retina,12-inch (diagonal),720p FaceTime HD camera,No,29W USB-C Power Adapter,No,intel Core i5 processor Core i5 processor 1.3GHZ Core i5 Intel HD Graphics 615,8GB LPDDR3 1866MHz,512GB PCIe-based onboard flash storage,MacOS,Intel HD Graphics 615,undefined,920g,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,USB-C port with support for: Charging; USB 3.1 Gen 1 (up to 5 Gbps),33.490.000,https://www.techone.vn/the-new-macbook-2017-12-mnyn2-rose-gold-2017.html
The New Macbook (2017) 12” – 256GB – MNYH2 – Silver,silver,new,"2304-by-1440 resolution at 226 pixels per inch with support for millions of colors; 16:10 aspect ratio; Supported scaled resolutions: (1440 by 900, 1280 by 800, 1024 by 640)",retina,12-inch (diagonal),720p FaceTime HD camera,No,29W USB-C Power Adapter,No,intel dual-core Intel Core M3 processor 1.2GHz Core i5 Intel HD Graphics 615,8GB LPDDR3 1866MHz,256GB PCIe-based onboard flash storage,MacOS,Intel HD Graphics 615,undefined,920g,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,USB-C port with support for: Charging; USB 3.1 Gen 1 (up to 5 Gbps),19.490.000,https://www.techone.vn/the-new-macbook-2017-12-256gb-mnyh2-silver.html
MacBook Pro 15″ Touch Bar 256GB MPTU2 (2017) SILVER,silver,new,2880-by-1800 native resolution at 220 pixels per inch,retina,15.4-inch (diagonal) LED-backlit display with IPS technology;,720p FaceTime HD camera,No,87W,No,Intel quad-core Intel Core i7 processor 2.8GHz Radeon Pro 555 with 2GB memory,16GB onboard memory LPDDR3 2133MHz,256GB PCIe-based onboard SSD,MacOS,Radeon Pro 555 with 2GB memory,34.93 x 24.07 x 1.55,"1,83",Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Four Thunderbolt 3 ports,47.990.000,https://www.techone.vn/macbook-pro-15-touch-bar-256gb-mptu2-2017-silver.html
MacBook Pro 2020 13 inch – MYDA2 – Silver – Apple M1 8GB RAM 256GB SSD,silver,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,Pin liền,No,Undefinded,Undefinded,256gb,MacOS,card onboard,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,29.890.000,https://www.techone.vn/macbook-pro-2020-13-inch-apple-m1-8gb-ram-256gb-ssd-myda2-silver.html
Macbook Air 13″ 256GB Space Gray (2018) MRE92,space gray,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,50.3 Wh Non-Removable,No,intel intel Core i5 Dual-Core 1.6GHz Core i5 Dual-Core Intel UHD Graphics 617,8gb LPDDR3 SDRAM 2133MHz,256GB,MacOS,Intel UHD Graphics 617,30.5 x 30.5 x 1.5,1.25 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,"2 x Thunderbolt 3 via USB Type-C, 2 x DisplayPort via Type-C,2 x Integrated Speaker,3 x Integrated Microphone, 1 x 1/8″ (3.5 mm) Headphone Output",27.090.000,https://www.techone.vn/macbook-air-13-256gb-space-gray-2018-mre92.html
Macbook Air 13″ 256GB Gold (2018) MREF2,gold,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,50.3 Wh Non-Removable,No,intel intel Core i5 Dual-Core 1.6GHz Core i5 Dual-Core Intel UHD Graphics 617,8gb LPDDR3 SDRAM 2133MHz,256GB,MacOS,Intel UHD Graphics 617,30.5 x 30.5 x 1.5,1.25 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,"2 x Thunderbolt 3 via USB Type-C, 2 x DisplayPort via Type-C,2 x Integrated Speaker,3 x Integrated Microphone, 1 x 1/8″ (3.5 mm) Headphone Output",27.090.000,https://www.techone.vn/macbook-air-13-256gb-gold-2018-mref2.html
MacBook Pro 15in Touch Bar 512GB MPTT2 (2017) Space Gray,space gray,new,2880 x 1800,retina,15,720p FaceTime HD camera,No,87W,No,Intel quad-core Intel Core i7 processor 7820HQ 2.9GHz Radeon Pro 555 with 2GB memory,16GB onboard memory LPDDR3 2133MHz,512GB PCIe-based onboard SSD,MacOS,Radeon Pro 555 with 2GB memory,34.93 x 24.07 x 1.55,"1,83",Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Four Thunderbolt 3 ports,57.590.000,https://www.techone.vn/macbook-pro-15in-touch-bar-512gb-mptt2-2017-space-gray.html
Macbook Air 2020 13 inch Apple M1 – Gold – 8GB RAM 256GB SSD – MGND3,gold,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,Pin liền,No,Undefinded,Undefinded,256gb,MacOS,card onboard,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,24.290.000,https://www.techone.vn/macbook-air-2020-13-inch-apple-m1-8gb-ram-256gb-ssd-mgnd3-gold.html
MacBook Pro 15″ Touch Bar 512GB MPTV2 (2017) SILVER,silver,new,2880-by-1800 native resolution at 220 pixels per inch,retina,15.4-inch (diagonal) LED-backlit display with IPS technology;,720p FaceTime HD camera,No,87W,No,Intel quad-core Intel Core i7 processor 7820HQ 2.9GHz Radeon Pro 555 with 2GB memory,16GB onboard memory LPDDR3 2133MHz,512GB PCIe-based onboard SSD,MacOS,Radeon Pro 555 with 2GB memory,34.93 x 24.07 x 1.55,"1,83",Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Four Thunderbolt 3 ports,57.590.000,https://www.techone.vn/macbook-pro-15-touch-bar-512gb-mptv2-2017-silver.html
Macbook Air 2020 13 inch Apple M1 – Silver – 8GB RAM 256GB SSD – MGN93,silver,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,Pin liền,No,Undefinded,Undefinded,256gb,MacOS,card onboard,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,24.390.000,https://www.techone.vn/macbook-air-2020-13-inch-apple-m1-8gb-ram-256gb-ssd-mgn93-silver.html
Macbook Air 2020 13.3 inch 512GB – Chính Hãng – MVH52 – Gold,gold,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,PIN liền,No,Hãng không công bố Intel Core i5 Thế hệ 10 1.10 GHz,Không hỗ trợ nâng cấp 8GB LPDDR4X (On board) 3733 MHz,512GB,MacOS,card onboard,304.1 mm x 212.4 mm,1.29 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2 x Thunderbolt 3 (USB-C),26.850.000,https://www.techone.vn/macbook-air-2020-13-3-inch-512gb-chinh-hang-mvh52-gold.html
Macbook Air 2020 13.3 inch 512GB – Chính Hãng – MVH22 – Grey,gray,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,PIN liền,No,Hãng không công bố Intel Core i5 Thế hệ 10 1.10 GHz,Không hỗ trợ nâng cấp 8 GB LPDDR4X (On board) 3733 MHz,512GB,MacOS,card onboard,304.1 mm x 212.4 mm,1.29 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2 x Thunderbolt 3 (USB-C),27.390.000,https://www.techone.vn/macbook-air-13-3-inch-512gb-chinh-hang.html
Macbook Air M1 13 inch 2020 – Apple M1 8 – Core CPU/16GB/256GB SSD,undefined,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,Pin liền,No,Undefinded,Undefinded,256gb,MacOS,card onboard,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,28.790.000,https://www.techone.vn/macbook-air-m1-13-inch-2020-gold-apple-m1-8-core-cpu-16gb-256gb-ssd.html
Macbook Air 2020 13.3 inch 256GB – Chính Hãng – MWTL2 – Gold,gold,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,PIN liền,No,Hãng không công bố Intel Core i3 Thế hệ 10 1.10 GHz,Không hỗ trợ nâng cấp 8GB LPDDR4X (On board) 3733 MHz,256 GB,MacOS,card onboard,304.1 mm x 212.4 mm,1.29 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2 x Thunderbolt 3 (USB-C),20.850.000,https://www.techone.vn/macbook-air-2020-13-3-inch-256gb-chinh-hang-mwtl2-gold.html
(MVFJ2) – Macbook Air 13-inch 256G Space Gray- 2019 (Hàng chính hãng),space gray,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,50.3 Wh Non-Removable,No,"intel intel Core i5 Dual-Core 1.6GHz Gen 8 Intel Core i5 processor, up to 3.6GHz Core i5 Dual-Core Intel UHD Graphics 617",16GB 8GB LPDDR3 SDRAM 2133MHz,256GB,MacOS,Intel UHD Graphics 617,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Up to 12 hours wireless web Up to 13 hours iTunes movie playback Up to 30 days of standby time Built-in 49.9‑watt‑hour lithium‑polymer battery 30W USB-C Power Adapter; USB-C power port,25.390.000,https://www.techone.vn/mvfj2-macbook-air-13-inch-256g-space-gray-2019-hang-chinh-hang.html
Macbook Air 2020 i5/8/256GB Z0YK – Silver VN/A,silver,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,Pin liền,No,Undefinded,Undefinded,256gb,MacOS,card onboard,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,26.990.000,https://www.techone.vn/macbook-air-2020-i5-8-256gb-z0yk-silver-vn-a.html
Macbook Air 13″ 256GB Silver (2018) MREC2,silver,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,50.3 Wh Non-Removable,No,intel intel Core i5 Dual-Core 1.6GHz Core i5 Dual-Core Intel UHD Graphics 617,8gb LPDDR3 SDRAM 2133MHz,256GB,MacOS,Intel UHD Graphics 617,30.5 x 30.5 x 1.5,1.25 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,"2 x Thunderbolt 3 via USB Type-C, 2 x DisplayPort via Type-C,2 x Integrated Speaker,3 x Integrated Microphone, 1 x 1/8″ (3.5 mm) Headphone Output",27.090.000,https://www.techone.vn/macbook-air-13-256gb-silver-2018-mrec2.html
The New Macbook (2017) 12” – 256GB – MNYF2 – Space Gray,space gray,new,"2304-by-1440 resolution at 226 pixels per inch with support for millions of colors; 16:10 aspect ratio; Supported scaled resolutions: (1440 by 900, 1280 by 800, 1024 by 640)",retina,12-inch (diagonal),720p FaceTime HD camera,No,29W USB-C Power Adapter,No,intel dual-core Intel Core M3 processor 1.2GHz Core i5 Intel HD Graphics 615,8GB LPDDR3 1866MHz,256GB PCIe-based onboard flash storage,MacOS,Intel HD Graphics 615,undefined,920g,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,USB-C port with support for: Charging; USB 3.1 Gen 1 (up to 5 Gbps),19.490.000,https://www.techone.vn/the-new-macbook-2017-12-256gb-mnyf2-space-gray.html
(MVFL2) – Macbook Air 13-inch 256G Silver- 2019 (Hàng chính hãng),silver,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,50.3 Wh Non-Removable,No,"intel intel Core i5 Dual-Core 1.6GHz Gen 8 Intel Core i5 processor, up to 3.6GHz Core i5 Dual-Core Intel UHD Graphics 617",16GB 8GB LPDDR3 SDRAM 2133MHz,256GB,MacOS,Intel UHD Graphics 617,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Up to 12 hours wireless web Up to 13 hours iTunes movie playback Up to 30 days of standby time Built-in 49.9‑watt‑hour lithium‑polymer battery 30W USB-C Power Adapter; USB-C power port,25.390.000,https://www.techone.vn/mvfl2-macbook-air-13-inch-256g-silver-2019-hang-chinh-hang.html
Macbook Air 2020 i5/8/256GB Z0YJ – Gray VN/A,gray,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,Pin liền,No,Undefinded,Undefinded,256gb,MacOS,card onboard,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,26.990.000,https://www.techone.vn/macbook-air-2020-i5-8-256gb-z0yj-gray-vn-a.html
Macbook Air 2020 13 inch Apple M1 – Gold – 8GB RAM 512GB SSD – MGNE3,gold,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,Pin liền,No,Undefinded,Undefinded,512gb,MacOS,card onboard,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,28.750.000,https://www.techone.vn/macbook-air-2020-13-inch-apple-m1-8gb-ram-512gb-ssd-mgne3-vang.html
Macbook Air 2020 i5/8/256GB Z0YL – Gold VN/A,gold,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,Pin liền,No,Undefinded,Undefinded,256gb,MacOS,card onboard,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,26.990.000,https://www.techone.vn/macbook-air-2020-i5-8-256gb-z0yl-gold-vn-a.html
Macbook Air 2020 13 inch Apple M1 – Grey – 8GB RAM 512GB SSD – MGN73,gray,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,Pin liền,No,Undefinded,Undefinded,512gb,MacOS,card onboard,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,28.750.000,https://www.techone.vn/macbook-air-2020-13-inch-apple-m1-8gb-ram-512gb-ssd-mgn73-grey.html
Macbook Air 2020 13.3 inch 512GB – Chính Hãng – MVH42 – Silver,silver,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,PIN liền,No,Hãng không công bố Intel Core i5 Thế hệ 10 1.10 GHz,Không hỗ trợ nâng cấp 8GB LPDDR4X (On board) 3733 MHz,512GB,MacOS,card onboard,304.1 mm x 212.4 mm,1.29 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2 x Thunderbolt 3 (USB-C),27.390.000,https://www.techone.vn/macbook-air-2020-13-3-inch-512gb-chinh-hang-MVH42-silver.html
Macbook Air 2020 13 inch Apple M1 – Grey – 8GB RAM 256GB SSD – MGN63,gray,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,Pin liền,No,Undefinded,Undefinded,256gb,MacOS,card onboard,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,24.290.000,https://www.techone.vn/macbook-air-2020-13-inch-apple-m1-8gb-ram-256gb-ssd-mgn63-grey.html
(MVFK2) – Macbook Air 13-inch 128G Silver- 2019 (Hàng chính hãng),silver,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,50.3 Wh Non-Removable,No,"intel intel Core i5 Dual-Core 1.6GHz Gen 8 Intel Core i5 processor, up to 3.6GHz Core i5 Dual-Core Intel UHD Graphics 617",16GB 8GB LPDDR3 SDRAM 2133MHz,128GB,MacOS,Intel UHD Graphics 617,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Up to 12 hours wireless web Up to 13 hours iTunes movie playback Up to 30 days of standby time Built-in 49.9‑watt‑hour lithium‑polymer battery 30W USB-C Power Adapter; USB-C power port,22.390.000,https://www.techone.vn/mvfk2-macbook-air-13-inch-128g-silver-2019-hang-chinh-hang.html
(MVFN2) -Macbook Air 13-inch 256G Gold- 2019 (Hàng chính hãng),gold,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,50.3 Wh Non-Removable,No,"intel intel Core i5 Dual-Core 1.6GHz Gen 8 Intel Core i5 processor, up to 3.6GHz Core i5 Dual-Core Intel UHD Graphics 617",16GB 8GB LPDDR3 SDRAM 2133MHz,256GB,MacOS,Intel UHD Graphics 617,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Up to 12 hours wireless web Up to 13 hours iTunes movie playback Up to 30 days of standby time Built-in 49.9‑watt‑hour lithium‑polymer battery 30W USB-C Power Adapter; USB-C power port,25.390.000,https://www.techone.vn/mvfn2-macbook-air-13-inch-256g-gold-2019-hang-chinh-hang.html
(MVFH2) – Macbook Air 13-inch 128G Space Gray- 2019 (Hàng chính hãng),space gray,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,50.3 Wh Non-Removable,No,"intel intel Core i5 Dual-Core 1.6GHz Gen 8 Intel Core i5 processor, up to 3.6GHz Core i5 Dual-Core Intel UHD Graphics 617",16GB 8GB LPDDR3 SDRAM 2133MHz,128GB,MacOS,Intel UHD Graphics 617,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Up to 12 hours wireless web Up to 13 hours iTunes movie playback Up to 30 days of standby time Built-in 49.9‑watt‑hour lithium‑polymer battery 30W USB-C Power Adapter; USB-C power port,22.390.000,https://www.techone.vn/mvfh2-macbook-air-13-inch-128g-space-gray-2019-hang-chinh-hang.html
